Frame ID,ArUco ID,Left-Up X,Left-Up Y,Right-Up X,Right-Up Y,Right-Down X,Right-Down Y,Left-Down X,Left-Down Y,Distance,Yaw,Pitch,Roll
377,3,527.0,150.0,549.0,151.0,548.0,173.0,528.0,173.0,1.7517548177588322,-0.00017099901524799942,-0.010337063814623387,-2.8844841721522876
378,3,504.0,133.0,526.0,132.0,527.0,155.0,506.0,156.0,1.646344131545655,0.05305523947591579,0.31221219813260953,-2.679021564826881
379,3,512.0,165.0,535.0,164.0,536.0,188.0,514.0,190.0,1.5219052635615788,-0.13354988354314987,-0.2528261619158407,-2.9216245918543335
380,3,523.0,176.0,547.0,175.0,548.0,197.0,525.0,200.0,1.5398977063550572,-0.06462371391930093,0.09138706809015273,-2.600820849748082
381,3,542.0,135.0,567.0,135.0,566.0,159.0,542.0,159.0,1.5073406385677666,0.036901623653565314,0.12059506346169384,-2.498279950835428
382,3,560.0,151.0,585.0,151.0,585.0,177.0,561.0,177.0,1.438932998972268,0.12274592824303027,0.4106981566802477,-2.6564124039685844
383,3,562.0,155.0,587.0,154.0,588.0,181.0,563.0,182.0,1.395303734201994,-0.09083137767504883,-0.18716840853522562,-2.9797192390723133
384,3,554.0,162.0,580.0,161.0,580.0,187.0,554.0,188.0,1.4128989552205797,0.0005021644682837991,0.14781111921443682,-3.1123393279354445
386,3,551.0,148.0,578.0,148.0,577.0,177.0,551.0,177.0,1.3825172036086169,0.012851461138028337,0.06627939342366952,-2.8711327346745823
387,3,552.0,140.0,580.0,140.0,580.0,169.0,553.0,170.0,1.2866601722135795,-0.0686216150173162,-0.17038094379193547,-2.967316776045027
388,3,562.0,135.0,591.0,134.0,592.0,164.0,563.0,166.0,1.250365645617465,-0.07464857522035152,-0.08134525682741114,-2.9644638089071793
389,3,573.0,149.0,603.0,147.0,605.0,177.0,575.0,180.0,1.223647205904032,-0.07998005412045261,0.0070903410894397525,-3.0623314520604925
390,3,604.0,117.0,635.0,117.0,635.0,149.0,604.0,150.0,1.190144428818361,-0.03588945449027147,-0.06399292416684685,-3.00871538466806
391,3,629.0,126.0,662.0,126.0,664.0,160.0,630.0,160.0,1.0896111438627132,-0.02963529886232174,-0.09643641791109168,3.0988590294925267
392,3,665.0,144.0,699.0,142.0,700.0,178.0,666.0,179.0,1.0859559876573486,0.1457956506064494,0.6083417531741709,-2.644798015422134
393,3,675.0,140.0,711.0,137.0,711.0,175.0,676.0,176.0,1.0561049608274176,0.13542014932775948,0.6087486391386556,-2.696273614075429
394,3,688.0,105.0,724.0,104.0,725.0,143.0,689.0,145.0,1.0095795034531303,-0.08737524918331366,-0.1417584568436665,-3.0109971186008737
395,3,698.0,104.0,736.0,101.0,737.0,141.0,700.0,143.0,1.0114086107131357,0.191978277765493,0.6790802331322234,-2.5473410282596305
396,3,708.0,64.0,748.0,62.0,750.0,105.0,709.0,108.0,0.9441346856914349,-0.08957489008230035,-0.07803877757382291,-3.0207684306267786
397,3,728.0,74.0,771.0,71.0,773.0,117.0,730.0,120.0,0.8920737558205629,-0.09536681806561277,-0.07355521100417185,-3.0328983039323005
398,3,792.0,44.0,840.0,42.0,839.0,93.0,792.0,95.0,0.850097499589877,-0.06153183577593281,-0.04822565012178046,-3.005544429729247
399,3,850.0,44.0,902.0,43.0,901.0,97.0,850.0,99.0,0.8090167295355902,-0.045685195548109944,-0.0415925792381228,-3.0507450223816903
400,3,888.0,47.0,942.0,45.0,942.0,101.0,888.0,103.0,0.7980725854456158,-0.04359784030118545,-0.01734479374857582,-3.0736163174637574
419,2,273.0,63.0,305.0,62.0,304.0,102.0,274.0,103.0,1.0261318796227086,-0.4627496856449298,-0.7985766159675411,-2.3609785670553505
423,2,604.0,61.0,634.0,57.0,630.0,98.0,600.0,101.0,1.0048884200132489,0.30838195071614494,0.8310232879699847,-2.816026983598172
423,5,69.0,77.0,87.0,78.0,87.0,96.0,69.0,95.0,2.426667718739054,0.03870877068952852,-0.046757691600652254,-3.0683332134969166
424,2,629.0,64.0,660.0,61.0,656.0,102.0,625.0,104.0,1.0151859522826163,0.3305687317388867,0.8153547791572533,-2.7619077091261826
425,2,680.0,58.0,711.0,55.0,706.0,98.0,675.0,100.0,0.9906879071544269,0.44855997984585466,0.9282558430935812,-2.6472944314943603
426,2,723.0,68.0,754.0,65.0,750.0,110.0,718.0,111.0,0.9665704227738838,0.5454122800255087,1.0045236184851163,-2.5106954680198723
427,2,782.0,64.0,815.0,59.0,811.0,104.0,777.0,108.0,0.9821878648071618,0.5297631290186267,1.0775589710879088,-2.540373287953259
427,5,276.0,117.0,293.0,118.0,293.0,134.0,276.0,132.0,2.3323032253114584,0.0007383746087644951,-0.2722711646947436,3.004517371377673
428,2,789.0,47.0,822.0,40.0,818.0,87.0,785.0,92.0,0.965150903719431,0.5928891519305961,1.1291807104158722,-2.4692650620948657
428,5,298.0,110.0,316.0,111.0,314.0,127.0,298.0,125.0,2.2871919420633033,-0.030137776441722202,-0.3503201505755391,-2.330554397102665
429,2,787.0,28.0,820.0,21.0,815.0,71.0,783.0,75.0,0.931675045165611,0.7310661674154735,1.1373320610330693,-2.319453018900273
429,5,305.0,94.0,322.0,95.0,321.0,111.0,305.0,110.0,2.3561351430385415,-0.07078535558083221,-0.3548133950474462,-2.4022110250018183
430,2,798.0,33.0,830.0,26.0,826.0,76.0,793.0,81.0,0.9219899377696457,0.7600854768053297,1.168907482966449,-2.298857120600855
430,5,324.0,96.0,341.0,97.0,341.0,113.0,325.0,113.0,2.3456268703756447,-0.05450803006268182,-0.22992155664545164,-2.4961974940720832
432,5,379.0,91.0,395.0,92.0,395.0,108.0,379.0,108.0,2.4294762392126485,-0.01767851420358839,-0.15245393873087798,-2.704603439144981
432,4,235.0,158.0,244.0,158.0,245.0,167.0,236.0,167.0,4.395097949153791,-0.03351102433575347,-0.11804554451347697,-2.7565556133347893
435,5,423.0,128.0,440.0,127.0,441.0,143.0,424.0,144.0,2.1649350900225444,-0.06616932923980055,-0.022855910341232424,2.995833190787832
436,5,422.0,136.0,439.0,135.0,440.0,152.0,424.0,153.0,2.2143166539811037,-0.053067076453233636,0.022912777939796652,-2.644641258467493
437,2,889.0,32.0,929.0,16.0,926.0,82.0,888.0,94.0,0.7276040307639594,1.317642048083568,1.369707089818926,-1.7317313274838066
437,5,434.0,164.0,451.0,165.0,451.0,182.0,435.0,182.0,2.116972429048983,-0.06068441807861134,-0.32922933119843323,-3.026313831863245
438,5,457.0,177.0,474.0,176.0,473.0,193.0,456.0,193.0,2.0695211625501533,0.022177530997535073,0.20469823277581253,2.9801983369637264
439,5,462.0,177.0,478.0,178.0,478.0,195.0,461.0,195.0,2.1196353818232594,-0.03538938192845188,-0.2650604088618414,-2.886870966844016
440,2,898.0,55.0,942.0,39.0,938.0,112.0,894.0,123.0,0.6538369648421613,1.3251738134019702,1.3768109569655118,-1.7525885950132736
440,5,441.0,198.0,457.0,199.0,457.0,216.0,440.0,215.0,2.1412366715647764,0.014521542183063096,-0.21574329706904727,-3.0581818785515202
441,2,880.0,45.0,926.0,27.0,921.0,102.0,876.0,114.0,0.6377853972615052,1.1496082234167548,1.369413700306316,-1.9378668523956863
441,5,416.0,193.0,433.0,193.0,434.0,210.0,416.0,210.0,2.0591291663667746,-0.0253746306179483,-0.11167436134530108,3.040373968715713
442,5,386.0,171.0,404.0,171.0,404.0,189.0,386.0,187.0,2.033385041308745,0.009926908240391448,-0.17360378525628195,2.9875988122681263
443,2,849.0,33.0,900.0,11.0,897.0,94.0,845.0,110.0,0.5678631787272874,0.880011140545656,1.356363367642335,-2.1984391469450837
443,5,351.0,199.0,368.0,197.0,370.0,215.0,352.0,216.0,2.0647474437188915,-0.08504239740272537,0.009373952055965093,3.1337981484085837
444,2,881.0,35.0,939.0,10.0,940.0,96.0,881.0,114.0,0.5570133993769372,0.7684392622949647,1.3677147439786645,-2.2584786808076753
445,5,352.0,213.0,371.0,212.0,372.0,231.0,355.0,232.0,1.9307466641511863,-0.02168918088471651,0.15365115871633933,-2.863109348077002
445,4,230.0,288.0,240.0,289.0,240.0,298.0,230.0,298.0,3.8931850555244494,0.008071074577881794,-0.5040470524480176,3.0915025461246026
446,5,371.0,217.0,389.0,216.0,391.0,235.0,373.0,236.0,1.9163790783621044,-0.019725505201423174,0.1784810801307505,-2.861863654178863
447,5,406.0,219.0,426.0,216.0,427.0,235.0,408.0,236.0,1.8236031494231353,-0.12785921718533313,-0.13129957242363452,-2.4974822030103083
448,5,428.0,176.0,447.0,176.0,448.0,195.0,428.0,195.0,1.853047399033199,-0.022904305742351753,-0.09167263094188174,3.0521947492556434
449,5,476.0,163.0,495.0,162.0,496.0,182.0,477.0,183.0,1.8729041120780325,-0.09422247120862194,-0.15533223105130817,-2.8966748808296714
450,5,490.0,161.0,510.0,160.0,511.0,181.0,492.0,182.0,1.7736847213138998,0.04201182475572841,0.33162273419395577,-2.7525752651174624
451,5,517.0,156.0,538.0,154.0,539.0,175.0,519.0,176.0,1.7691135250030008,-0.025096129376381962,0.170645938223171,-2.5996472669561617
452,5,535.0,154.0,555.0,153.0,557.0,174.0,536.0,176.0,1.739411199429528,-0.10304200095716903,-0.11669550145060831,-3.004446514334744
452,4,410.0,246.0,420.0,245.0,421.0,255.0,411.0,255.0,3.541581840535085,-0.04382275699403714,0.03451489712277443,-2.6269732547774156
453,5,536.0,139.0,558.0,138.0,558.0,159.0,537.0,160.0,1.7135130356980863,-0.010611797873730892,0.12027389025534954,-2.5009377738615464
454,5,542.0,132.0,563.0,132.0,562.0,156.0,542.0,157.0,1.5703870220780292,-0.1512720218610676,-0.3914870388895697,-2.789169170732823
455,5,555.0,128.0,577.0,126.0,578.0,149.0,556.0,151.0,1.6786656964372053,-0.08371598697843699,0.021079339287387415,-2.8125636679757955
455,4,423.0,226.0,433.0,226.0,434.0,236.0,423.0,236.0,3.3879397636127293,-0.03097294006942791,-0.16728360776403053,2.9578538044259197
456,5,564.0,122.0,587.0,120.0,589.0,143.0,566.0,146.0,1.611345625468828,-0.09939914906304237,0.02441945011078091,-3.0482168502396294
456,4,430.0,225.0,441.0,226.0,441.0,236.0,430.0,236.0,3.233459421916112,0.01668562288004759,-0.16122140407635374,2.964017071244378
456,7,359.0,273.0,359.0,264.0,368.0,264.0,368.0,273.0,3.975016561777768,-1.5707963267946006,2.1022791944536895e-09,-3.141592650917981
457,5,574.0,127.0,597.0,126.0,599.0,150.0,576.0,152.0,1.543811491634697,-0.11373166465818202,-0.15952490333957953,-3.046708383797864
458,5,634.0,125.0,660.0,124.0,660.0,149.0,636.0,151.0,1.506465089334573,0.08635164868042278,0.4460716850629694,-2.586380390693198
459,5,657.0,117.0,683.0,115.0,684.0,142.0,658.0,143.0,1.4624335156796424,0.12012527994466417,0.5139042717955099,-2.5566797708032802
459,4,507.0,227.0,518.0,227.0,518.0,239.0,507.0,238.0,3.0970170751268156,0.1084121608479782,0.3289925741356034,-2.768139139244917
459,7,432.0,274.0,432.0,265.0,442.0,265.0,441.0,275.0,3.7135718156415574,-1.5011576210809907,0.2730465772445556,-3.0393070990032287
460,5,679.0,113.0,707.0,111.0,707.0,138.0,680.0,140.0,1.443475990538426,0.07061294513505235,0.42876807566177483,-2.5481624930872515
461,5,688.0,111.0,717.0,109.0,717.0,137.0,690.0,139.0,1.400099432227816,0.11537362878019716,0.5319118663286483,-2.534221922774724
461,4,532.0,232.0,543.0,232.0,543.0,244.0,532.0,244.0,3.0131783403290573,-0.05379290841395475,-0.2992777675152381,-2.998417995625011
463,5,699.0,88.0,731.0,86.0,730.0,116.0,700.0,118.0,1.3142276613368318,0.10001868222668679,0.44060295153099194,-2.452637501785818
464,5,695.0,79.0,727.0,76.0,727.0,107.0,697.0,109.0,1.300290265693401,0.11753953614707446,0.5049702548247461,-2.4403080377091886
464,4,524.0,212.0,536.0,212.0,536.0,225.0,524.0,225.0,2.8070378553727893,-0.05728015576666567,-0.27604911194821125,-2.9752278608986735
464,7,447.0,265.0,447.0,254.0,457.0,255.0,457.0,265.0,3.368978460478397,-1.5709226495256925,0.005254030121925189,-2.78556517051171
465,5,698.0,73.0,731.0,69.0,732.0,101.0,700.0,104.0,1.2577847413608694,0.0799202461426172,0.48536620010857506,-2.434689105435393
465,7,446.0,272.0,446.0,261.0,456.0,261.0,456.0,271.0,3.3478971303417637,-1.557840090763858,0.2952571727986484,-2.7670261362799184
466,5,685.0,82.0,719.0,79.0,719.0,112.0,687.0,115.0,1.2155609688937377,0.091258739765312,0.4809215121913005,-2.5159538400389168
466,4,505.0,231.0,517.0,230.0,518.0,242.0,505.0,243.0,2.8296778466954664,-0.05645409216787194,0.13601799040559812,2.965213851489625
467,5,745.0,59.0,781.0,55.0,782.0,91.0,746.0,94.0,1.1680811982685022,-0.050184193825661874,0.1279903275503138,-3.0630100861012264
467,4,548.0,218.0,561.0,218.0,561.0,231.0,548.0,231.0,2.7572135498654866,1.0286785563384175e-15,2.3439748241893955e-10,-3.141592653163461
468,5,762.0,38.0,800.0,34.0,801.0,72.0,763.0,76.0,1.1215552714047807,-0.06284693090763957,0.10709282681675289,-3.0330688434621447
468,4,556.0,207.0,569.0,207.0,569.0,220.0,555.0,220.0,2.678341807699242,0.0327334654602484,0.15527171355782843,3.0197424037665885
468,7,474.0,264.0,473.0,253.0,483.0,252.0,484.0,263.0,3.235636133661712,-1.6628623409667878,0.12713900989494736,2.726026763137472
469,5,778.0,22.0,819.0,18.0,820.0,59.0,779.0,63.0,1.0519488095068434,-0.0594773352364613,0.09125119188403624,-3.048642633642371
469,7,472.0,271.0,472.0,260.0,482.0,259.0,483.0,271.0,3.093238765799805,-1.61385463278741,0.12182816228821036,2.7364351739469446
470,4,562.0,202.0,575.0,200.0,576.0,216.0,563.0,216.0,2.445254631105102,0.07437609360393461,0.6316930848720218,-2.851219444114099
471,4,504.0,212.0,517.0,211.0,519.0,225.0,504.0,226.0,2.5391399724538832,-0.07027682837931325,0.0025587442026641836,3.1138498436864697
472,4,498.0,209.0,512.0,208.0,513.0,222.0,498.0,223.0,2.455340069599581,-0.04571563341413628,0.11406758044166047,2.998731443715578
472,7,413.0,276.0,411.0,264.0,422.0,263.0,423.0,275.0,2.956448653596828,-1.6826970186924524,0.174893516839724,2.7155656007187026
476,4,527.0,205.0,542.0,205.0,542.0,221.0,527.0,221.0,2.2875805882954654,-0.047705390295084964,-0.2234192283169856,-2.9826119868507233
476,7,435.0,272.0,435.0,259.0,447.0,259.0,447.0,272.0,2.7452314293811275,-1.564353320649781,0.1149209189729225,2.821149745461046
477,4,535.0,218.0,550.0,217.0,551.0,233.0,535.0,234.0,2.2674860999420074,-0.009524138546701262,0.29416269427614516,-3.039027073442596
477,7,441.0,286.0,442.0,273.0,453.0,273.0,454.0,286.0,2.7312445575452666,-1.566565629396572,0.11947605756142501,-2.7139927959341277
479,4,506.0,220.0,523.0,219.0,523.0,235.0,506.0,236.0,2.084742959872417,-0.02694544096485355,0.1690179987061521,2.9204112921165764
479,7,408.0,291.0,408.0,278.0,421.0,277.0,422.0,291.0,2.6098235323555907,-1.6071065176008312,-0.023460315747594628,3.1155849740137507
480,4,494.0,215.0,511.0,215.0,512.0,231.0,495.0,232.0,2.084599687864437,-0.04463520475786516,-0.08257262208089731,3.0100569684152743
480,7,396.0,289.0,396.0,276.0,409.0,275.0,410.0,289.0,2.615409716605829,-1.6073753835876348,-0.020885130559309285,3.1187911148271623
481,4,479.0,232.0,496.0,232.0,496.0,249.0,479.0,250.0,2.0397904547635592,-0.06458784125384855,-0.2022896098307442,-2.8426330942361893
481,7,380.0,310.0,379.0,297.0,393.0,295.0,394.0,309.0,2.5091112089494425,-1.6706687762314691,-0.20746106937638265,3.116195689860567
482,4,476.0,238.0,493.0,236.0,494.0,254.0,476.0,255.0,1.9778789147126776,-0.050554963114822174,0.21997204245675467,3.0299612306949495
483,4,467.0,193.0,485.0,192.0,486.0,210.0,468.0,212.0,1.9589252756788103,-0.11953553651860524,-0.15787702774306583,-2.757936221751729
484,4,462.0,202.0,480.0,202.0,480.0,221.0,462.0,221.0,1.9678579640950988,0.010734843204777305,0.049690295820794185,-2.9383937649991365
484,7,356.0,279.0,356.0,265.0,371.0,265.0,371.0,280.0,2.4126755202058807,-1.510090810744845,0.35686629891308297,-3.0313186153431615
485,10,899.0,213.0,912.0,210.0,912.0,251.0,898.0,252.0,1.05039453508379,2.662500651663361,1.294179752472635,-0.4355378569988361
485,4,467.0,214.0,485.0,214.0,485.0,233.0,467.0,234.0,1.855974382917128,-0.09921477587873023,-0.3517662398449087,-2.855933813312642
485,7,360.0,294.0,359.0,278.0,374.0,278.0,375.0,293.0,2.305007346068587,-1.625147432398335,0.06642376910588678,-2.696549201000359
486,10,901.0,235.0,916.0,232.0,916.0,275.0,901.0,276.0,0.9938660588042944,2.7424058770102664,1.316177427349883,-0.35576662364063116
486,4,449.0,242.0,468.0,241.0,469.0,261.0,450.0,261.0,1.825111263172146,0.0033006870578757143,0.1854002721173277,-2.88042735246293
486,7,341.0,324.0,340.0,308.0,356.0,308.0,356.0,323.0,2.296398275931945,-1.5738384631602105,0.14644832996835483,-2.757871101353843
487,10,907.0,211.0,924.0,208.0,923.0,254.0,905.0,256.0,0.9307044155927805,2.621514789897551,1.324274411167497,-0.49366826764936117
487,4,426.0,206.0,446.0,207.0,445.0,227.0,425.0,227.0,1.7512901844014055,-0.034204858198468434,-0.2821933943936231,-2.7584672702327384
487,7,311.0,289.0,312.0,273.0,327.0,273.0,326.0,290.0,2.184177610390196,-1.5100405278811393,0.0003480181085647718,2.8831486347539563
488,10,907.0,220.0,925.0,216.0,924.0,264.0,906.0,264.0,0.916003710625459,2.6143085674692084,1.3278929999314248,-0.4905710954938419
488,4,421.0,216.0,441.0,215.0,441.0,236.0,421.0,236.0,1.7465491119811793,0.004727894753387301,0.15606754696103334,-3.1235546114766737
488,7,307.0,299.0,306.0,284.0,321.0,282.0,323.0,299.0,2.258833468776702,-1.6366806853692422,0.11714938115806314,3.0312413728218353
489,4,456.0,260.0,478.0,261.0,478.0,282.0,457.0,282.0,1.6755943444095416,-0.006585723542976126,-0.08486816754580362,-3.1129106078144675
489,7,340.0,350.0,339.0,333.0,355.0,332.0,357.0,349.0,2.086350667999366,-1.6639322103880732,-0.023843108510473814,-2.6458815084326877
490,11,928.0,694.0,893.0,683.0,902.0,673.0,939.0,685.0,1.3952883565026601,-2.9277845538058775,-0.36280230196802565,2.212709670642939
490,4,529.0,240.0,552.0,238.0,552.0,261.0,530.0,261.0,1.5833098209601626,-0.030171320992238532,0.0791704450929567,-2.732524745456846
490,7,410.0,331.0,409.0,314.0,426.0,313.0,427.0,331.0,2.001689854978094,-1.6160688851143132,0.1408333045435262,2.9528722870046886
491,4,548.0,228.0,571.0,228.0,570.0,251.0,547.0,251.0,1.5497321477694315,0.04190910420690562,0.2374398592167061,3.131633567843348
491,7,424.0,320.0,424.0,302.0,441.0,302.0,442.0,320.0,1.9498614684046869,-1.6012445666327342,-0.02640941441284503,-2.8247291391666156
492,4,577.0,231.0,601.0,231.0,602.0,254.0,578.0,255.0,1.4910883417155192,-0.023705378219736544,-0.02234684014506545,3.036177301913048
492,0,42.0,267.0,59.0,267.0,61.0,293.0,44.0,293.0,1.596562028761141,0.0516434967008625,0.4240173975079293,-3.008452323353571
492,7,450.0,325.0,451.0,307.0,468.0,307.0,467.0,326.0,1.892105649777656,-1.516697533861397,-0.0006314099588819659,2.761550656183269
493,4,592.0,236.0,616.0,236.0,615.0,261.0,591.0,260.0,1.4844661176707232,0.08706033680790039,0.38632259225997506,-2.933735560968268
493,7,460.0,331.0,461.0,313.0,478.0,313.0,478.0,333.0,1.839446868087716,-1.5420087889376508,0.11901388525086878,2.749745876793861
494,4,616.0,235.0,641.0,235.0,640.0,260.0,615.0,260.0,1.4653526954964031,0.01057237144535352,0.06344239322244878,-2.938738049656981
494,0,54.0,272.0,73.0,273.0,74.0,299.0,56.0,299.0,1.5511331583293417,-0.6465182893987587,-1.4270994238027377,-2.496131542875506
494,7,481.0,334.0,481.0,315.0,499.0,315.0,499.0,334.0,1.8474506933113195,-1.5715286716308758,0.05271070309344304,2.8061784744364338
495,4,619.0,228.0,645.0,228.0,643.0,253.0,618.0,252.0,1.4528006436516498,0.05436816526434255,0.19054698100590112,-2.703189073699569
495,0,52.0,264.0,71.0,265.0,72.0,290.0,54.0,290.0,1.6176285608883372,-0.5967583904584117,-1.3973733085395366,-2.538891078998113
495,7,482.0,327.0,482.0,308.0,500.0,308.0,500.0,327.0,1.849540060755449,-1.5717671494793437,0.0633501710391039,2.8063441587375513
496,4,602.0,214.0,628.0,215.0,627.0,241.0,600.0,241.0,1.386370144484288,0.04401927276898612,0.10523337472846313,-3.038667226593943
496,7,458.0,315.0,458.0,295.0,477.0,295.0,477.0,315.0,1.7614572306860645,-1.5694445203959406,0.07378276734081352,2.8522218786732
497,4,605.0,209.0,632.0,208.0,631.0,236.0,604.0,236.0,1.340690969118093,0.06299577076025988,0.40165606627912337,-3.0207151638478074
497,7,460.0,313.0,461.0,292.0,479.0,293.0,479.0,313.0,1.7171672732032977,-1.5456795512244286,0.07551815377802319,-2.6835313131664953
